,Action,Amount,Price,TValue,Intent
0000-00-00 00:00:00-00:00,NA,0,0,0,NA
2021-11-05 14:38:00-04:00,sell,1000,9.949999809265137,9949.999809265137,SHORT
2021-11-05 15:35:00-04:00,buy,1000,9.933333079020182,9933.333079020182,CLOSE_SHORT
