,Action,Amount,Price,TValue,Intent
0000-00-00 00:00:00-00:00,NA,0,0,0,NA
2021-11-02 11:26:00-04:00,sell,1000,9.90999984741211,9909.99984741211,SHORT
2021-11-02 13:11:00-04:00,buy,1000,9.903333028157553,9903.333028157553,CLOSE_SHORT
2021-11-02 13:12:00-04:00,buy,1000,9.90999984741211,9909.99984741211,LONG
2021-11-02 14:08:00-04:00,sell,1000,9.903749704360962,9903.749704360962,CLOSE_LONG
2021-11-02 14:10:00-04:00,sell,1000,9.899999618530273,9899.999618530273,SHORT
