,Timestamp,Action,Amount,Price,TValue,Intent,Balance
0000-00-00 00:00:00-00:00,,NA,0,0,0,NA,10000.0
2021-11-08 09:30:00-05:00,,sell,1390.0,7.190000057220459,9994.100079536438,SHORT,19994.100079536438
2021-11-08 09:54:00-05:00,,buy,1390.0,7.058571406773159,9811.414255414691,CLOSE_SHORT,10182.685824121747
2021-11-08 10:00:00-05:00,,buy,1432.0,7.110000133514404,10181.520191192627,LONG,1.1656329291199654
2021-11-08 10:15:00-05:00,,sell,1432.0,7.057777775658502,10106.737774742975,CLOSE_LONG,10107.903407672095
2021-11-08 10:16:00-05:00,,sell,1448.0,6.980000019073486,10107.040027618408,SHORT,20214.9434352905
2021-11-08 13:23:00-05:00,,buy,1448.0,6.885426616668701,9970.097740936279,CLOSE_SHORT,10244.845694354222
2021-11-08 13:41:00-05:00,,buy,1485.0,6.894999980926514,10239.074971675873,LONG,5.770722678349557
2021-11-08 14:21:00-05:00,,sell,1485.0,6.860846614837646,10188.357223033905,CLOSE_LONG,10194.127945712255
2021-11-08 14:22:00-05:00,,sell,1488.0,6.849999904632568,10192.799858093262,SHORT,20386.927803805516
2021-11-08 15:17:00-05:00,,buy,1488.0,6.85099999109904,10194.287986755371,CLOSE_SHORT,10192.639817050145
2021-11-08 15:26:00-05:00,,buy,1472.0,6.920000076293945,10186.240112304688,LONG,6.399704745457711
2021-11-08 15:34:00-05:00,,sell,1472.0,6.851000022888184,10084.672033691406,CLOSE_LONG,10091.071738436864
