,Timestamp,Action,Amount,Price,TValue,Intent,Balance
0000-00-00 00:00:00-00:00,,NA,0,0,0,NA,10194.741729074054
2021-11-10 09:30:00-05:00,,sell,1097.0,9.289999961853027,10191.129958152771,SHORT,3.611770921283096
2021-11-10 09:51:00-05:00,,buy,1097.0,9.306666692097982,10209.413361231487,CLOSE_SHORT,10213.02513215277
2021-11-10 09:55:00-05:00,,buy,1080.0,9.449999809265137,10205.999794006348,LONG,7.025338146422655
2021-11-10 10:18:00-05:00,,sell,1080.0,9.402857099260602,10155.08566720145,CLOSE_LONG,10162.111005347873
2021-11-10 10:22:00-05:00,,sell,1085.0,9.359999656677246,10155.599627494812,SHORT,6.511377853061276
2021-11-10 14:41:00-05:00,,buy,1085.0,9.170779991149903,9950.296290397644,CLOSE_SHORT,9956.807668250705
2021-11-10 14:42:00-05:00,,buy,1083.0,9.1899995803833,9952.769545555115,LONG,4.038122695590573
2021-11-10 14:58:00-05:00,,sell,1083.0,9.161326599121093,9921.716706848143,CLOSE_LONG,9925.754829543734
2021-11-10 14:59:00-05:00,,buy,1080.0,9.1899995803833,9925.199546813965,LONG,0.5552827297688054
2021-11-10 15:02:00-05:00,,sell,1080.0,9.166326522827148,9899.63264465332,CLOSE_LONG,9900.18792738309
2021-11-10 15:03:00-05:00,,buy,1074.0,9.210000038146973,9891.540040969849,LONG,8.647886413240485
2021-11-10 15:29:00-05:00,,sell,1074.0,9.231999905904134,9915.16789894104,CLOSE_LONG,9923.81578535428
