,Timestamp,Action,Amount,Price,TValue,Intent,Balance
0000-00-00 00:00:00-00:00,,NA,0,0,0,NA,10000.0
2021-11-08 09:30:00-05:00,,sell,3495.0,2.8610000610351562,9999.195213317871,SHORT,19999.19521331787
2021-11-08 09:34:00-05:00,,buy,3495.0,2.8730000257492065,10041.135089993477,CLOSE_SHORT,9958.060123324394
2021-11-08 09:35:00-05:00,,buy,3436.0,2.8980000019073486,9957.52800655365,LONG,0.5321167707443237
2021-11-08 09:36:00-05:00,,sell,3436.0,2.878499984741211,9890.5259475708,CLOSE_LONG,9891.058064341545
2021-11-08 09:37:00-05:00,,sell,3446.0,2.869999885559082,9890.019605636597,SHORT,19781.07766997814
2021-11-08 09:44:00-05:00,,buy,3446.0,2.8724799394607543,9898.56587138176,CLOSE_SHORT,9882.511798596383
2021-11-08 09:52:00-05:00,,buy,3419.0,2.890000104904175,9880.910358667374,LONG,1.6014399290088477
2021-11-08 09:54:00-05:00,,sell,3419.0,2.8728999495506287,9822.4449275136,CLOSE_LONG,9824.046367442608
2021-11-08 09:56:00-05:00,,sell,3434.0,2.859999895095825,9821.239639759064,SHORT,19645.28600720167
2021-11-08 10:09:00-05:00,,buy,3434.0,2.8665932496388753,9843.881219259898,CLOSE_SHORT,9801.404787941772
2021-11-08 10:10:00-05:00,,sell,3427.0,2.859999895095825,9801.219640493393,SHORT,19602.624428435163
2021-11-08 10:11:00-05:00,,buy,3427.0,2.866593265533447,9823.815120983123,CLOSE_SHORT,9778.80930745204
2021-11-08 10:15:00-05:00,,buy,3395.0,2.880000114440918,9777.600388526917,LONG,1.2089189251237258
2021-11-08 10:20:00-05:00,,sell,3395.0,2.868413305282593,9738.263171434402,CLOSE_LONG,9739.472090359526
2021-11-08 10:24:00-05:00,,buy,3393.0,2.869999885559082,9737.909611701965,LONG,1.5624786575608596
2021-11-08 10:59:00-05:00,,sell,3393.0,2.8832466920216877,9782.856026029587,CLOSE_LONG,9784.418504687148
2021-11-08 11:04:00-05:00,,buy,3385.0,2.890000104904175,9782.650355100632,LONG,1.7681495865163015
2021-11-08 11:06:00-05:00,,sell,3385.0,2.88590669631958,9768.794167041779,CLOSE_LONG,9770.562316628295
2021-11-08 11:08:00-05:00,,sell,3428.0,2.8499999046325684,9769.799673080444,SHORT,19540.36198970874
2021-11-08 11:31:00-05:00,,buy,3428.0,2.8600466728210447,9804.239994430542,CLOSE_SHORT,9736.1219952782
2021-11-08 11:33:00-05:00,,buy,3392.0,2.869999885559082,9735.039611816406,LONG,1.0823834617931425
2021-11-08 11:36:00-05:00,,sell,3392.0,2.854046646753947,9680.926225789388,CLOSE_LONG,9682.008609251181
2021-11-08 11:43:00-05:00,,sell,3421.0,2.8299999237060547,9681.429738998413,SHORT,19363.438348249594
2021-11-08 11:51:00-05:00,,buy,3421.0,2.845593293507894,9734.774657090506,CLOSE_SHORT,9628.663691159089
2021-11-08 11:53:00-05:00,,buy,3366.0,2.859999895095825,9626.759646892548,LONG,1.90404426654095
2021-11-08 12:11:00-05:00,,sell,3366.0,2.853933302561442,9606.339496421815,CLOSE_LONG,9608.243540688356
2021-11-08 12:12:00-05:00,,sell,3383.0,2.8399999141693115,9607.71970963478,SHORT,19215.963250323137
2021-11-08 12:18:00-05:00,,buy,3383.0,2.855419953664144,9659.8857032458,CLOSE_SHORT,9556.077547077337
2021-11-08 12:27:00-05:00,,buy,3341.0,2.859999895095825,9555.259649515152,LONG,0.8178975621849531
2021-11-08 12:31:00-05:00,,sell,3341.0,2.855406618118286,9539.913511133194,CLOSE_LONG,9540.73140869538
2021-11-08 12:32:00-05:00,,sell,3353.0,2.8450000286102295,9539.2850959301,SHORT,19080.016504625477
2021-11-08 12:38:00-05:00,,buy,3353.0,2.8529799620310468,9566.0418126901,CLOSE_SHORT,9513.974691935377
2021-11-08 12:42:00-05:00,,sell,3344.0,2.8450000286102295,9513.680095672607,SHORT,19027.654787607986
2021-11-08 12:44:00-05:00,,buy,3344.0,2.855313301086426,9548.167678833008,CLOSE_SHORT,9479.487108774978
2021-11-08 12:45:00-05:00,,buy,3314.0,2.859999895095825,9478.039652347565,LONG,1.4474564274132717
2021-11-08 13:06:00-05:00,,sell,3314.0,2.854439942042033,9459.613967927296,CLOSE_LONG,9461.06142435471
2021-11-08 13:07:00-05:00,,buy,3311.0,2.8566999435424805,9458.533513069153,LONG,2.527911285556911
2021-11-08 13:34:00-05:00,,sell,3311.0,2.8639999548594157,9482.703850539525,CLOSE_LONG,9485.231761825082
2021-11-08 13:37:00-05:00,,buy,3304.0,2.869999885559082,9482.479621887207,LONG,2.7521399378747446
2021-11-08 14:21:00-05:00,,sell,3304.0,2.871346632639567,9486.929274241129,CLOSE_LONG,9489.681414179004
2021-11-08 14:23:00-05:00,,sell,3306.0,2.869999885559082,9488.219621658325,SHORT,18977.901035837327
2021-11-08 14:56:00-05:00,,buy,3306.0,2.871026627222697,9491.614029598237,CLOSE_SHORT,9486.28700623909
2021-11-08 15:00:00-05:00,,buy,3282.0,2.890000104904175,9484.980344295502,LONG,1.3066619435885514
2021-11-08 15:41:00-05:00,,sell,3282.0,2.879126707712809,9449.29385471344,CLOSE_LONG,9450.600516657028
