,Timestamp,Action,Amount,Price,TValue,Intent,Balance
0000-00-00 00:00:00-00:00,,NA,0,0,0,NA,10000.0
2021-11-08 09:30:00-05:00,,sell,839.0,11.90999984741211,9992.48987197876,SHORT,19992.48987197876
2021-11-08 09:33:00-05:00,,buy,839.0,11.896000146865845,9980.744123220444,CLOSE_SHORT,10011.745748758316
2021-11-08 09:34:00-05:00,,buy,837.0,11.949999809265137,10002.14984035492,LONG,9.595908403396606
2021-11-08 09:35:00-05:00,,sell,837.0,11.905666669209799,9965.043002128601,CLOSE_LONG,9974.638910531998
2021-11-08 09:36:00-05:00,,buy,835.0,11.9399995803833,9969.899649620056,LONG,4.739260911941528
2021-11-08 09:38:00-05:00,,sell,835.0,11.901749968528748,9937.961223721504,CLOSE_LONG,9942.700484633446
2021-11-08 09:39:00-05:00,,sell,836.0,11.880000114440918,9931.680095672607,SHORT,19874.380580306053
2021-11-08 09:40:00-05:00,,buy,836.0,11.900399971008301,9948.73437576294,CLOSE_SHORT,9925.646204543113
2021-11-08 09:41:00-05:00,,buy,830.0,11.954999923706055,9922.649936676025,LONG,2.9962678670872265
2021-11-08 09:44:00-05:00,,sell,830.0,11.912428515298027,9887.315667697361,CLOSE_LONG,9890.311935564449
2021-11-08 09:45:00-05:00,,sell,833.0,11.859999656677246,9879.379714012146,SHORT,19769.691649576595
2021-11-08 09:48:00-05:00,,buy,833.0,11.915099906921387,9925.278222465517,CLOSE_SHORT,9844.413427111078
2021-11-08 09:49:00-05:00,,buy,825.0,11.920000076293945,9834.000062942505,LONG,10.413364168573025
2021-11-08 09:54:00-05:00,,sell,825.0,11.926833216349284,9839.63740348816,CLOSE_LONG,9850.050767656732
2021-11-08 09:55:00-05:00,,sell,827.0,11.90999984741211,9849.569873809814,SHORT,19699.620641466547
2021-11-08 09:56:00-05:00,,buy,827.0,11.9258331934611,9862.66405099233,CLOSE_SHORT,9836.956590474216
2021-11-08 09:57:00-05:00,,sell,826.0,11.899999618530273,9829.399684906006,SHORT,19666.35627538022
2021-11-08 09:59:00-05:00,,buy,826.0,11.920833206176757,9846.608228302002,CLOSE_SHORT,9819.74804707822
2021-11-08 10:02:00-05:00,,buy,822.0,11.9399995803833,9814.679655075073,LONG,5.068392003146073
2021-11-08 10:06:00-05:00,,sell,822.0,11.93221321105957,9808.279259490968,CLOSE_LONG,9813.347651494114
2021-11-08 10:07:00-05:00,,buy,821.0,11.944999694824219,9806.844749450684,LONG,6.5029020434303675
2021-11-08 10:09:00-05:00,,sell,821.0,11.928879801432291,9793.610316975912,CLOSE_LONG,9800.113219019342
2021-11-08 10:10:00-05:00,,buy,819.0,11.960000038146973,9795.24003124237,LONG,4.873187776971463
2021-11-08 10:12:00-05:00,,sell,819.0,11.93087984720866,9771.390594863893,CLOSE_LONG,9776.263782640865
2021-11-08 10:14:00-05:00,,sell,825.0,11.845000267028809,9772.125220298767,SHORT,19548.38900293963
2021-11-08 10:17:00-05:00,,buy,825.0,11.925879923502604,9838.850936889648,CLOSE_SHORT,9709.538066049983
2021-11-08 10:18:00-05:00,,sell,814.0,11.925000190734863,9706.950155258179,SHORT,19416.488221308162
2021-11-08 10:21:00-05:00,,buy,814.0,11.91799996693929,9701.251973088582,CLOSE_SHORT,9715.23624821958
2021-11-08 10:22:00-05:00,,buy,813.0,11.944999694824219,9711.28475189209,LONG,3.9514963274905313
2021-11-08 10:23:00-05:00,,sell,813.0,11.916999944051106,9688.52095451355,CLOSE_LONG,9692.47245084104
2021-11-08 10:24:00-05:00,,buy,811.0,11.949999809265137,9691.449845314026,LONG,1.0226055270140932
2021-11-08 10:25:00-05:00,,sell,811.0,11.9146666208903,9662.794629542033,CLOSE_LONG,9663.817235069047
2021-11-08 10:26:00-05:00,,sell,814.0,11.859999656677246,9654.039720535278,SHORT,19317.856955604326
2021-11-08 10:32:00-05:00,,buy,814.0,11.89466667175293,9682.258670806885,CLOSE_SHORT,9635.598284797441
2021-11-08 10:36:00-05:00,,sell,810.0,11.891300201416016,9631.953163146973,SHORT,19267.551447944414
2021-11-08 10:54:00-05:00,,buy,810.0,11.840753364562989,9591.01022529602,CLOSE_SHORT,9676.541222648393
2021-11-08 11:03:00-05:00,,sell,819.0,11.8100004196167,9672.390343666077,SHORT,19348.93156631447
2021-11-08 11:04:00-05:00,,buy,819.0,11.838086700439453,9695.393007659912,CLOSE_SHORT,9653.538558654558
2021-11-08 11:07:00-05:00,,sell,816.0,11.829999923706055,9653.27993774414,SHORT,19306.8184963987
2021-11-08 11:10:00-05:00,,buy,816.0,11.82166665395101,9646.479989624024,CLOSE_SHORT,9660.338506774677
2021-11-08 11:11:00-05:00,,buy,815.0,11.839799880981445,9649.436902999878,LONG,10.901603774798787
2021-11-08 11:16:00-05:00,,sell,815.0,11.827319971720378,9639.265776952108,CLOSE_LONG,9650.167380726907
2021-11-08 11:17:00-05:00,,sell,821.0,11.75,9646.75,SHORT,19296.917380726907
2021-11-08 11:24:00-05:00,,buy,821.0,11.822593371073404,9706.349157651264,CLOSE_SHORT,9590.568223075643
2021-11-08 11:25:00-05:00,,sell,811.0,11.8149995803833,9581.964659690857,SHORT,19172.5328827665
2021-11-08 12:21:00-05:00,,buy,811.0,11.395566685994465,9241.80458234151,CLOSE_SHORT,9930.72830042499
2021-11-08 12:23:00-05:00,,sell,874.0,11.361000061035156,9929.514053344727,SHORT,19860.242353769718
2021-11-08 12:29:00-05:00,,buy,874.0,11.357640139261882,9926.577481714885,CLOSE_SHORT,9933.664872054833
2021-11-08 12:31:00-05:00,,sell,875.0,11.350099563598633,9931.337118148804,SHORT,19865.001990203637
2021-11-08 12:32:00-05:00,,buy,875.0,11.355646832784016,9936.190978686014,CLOSE_SHORT,9928.811011517622
2021-11-08 12:33:00-05:00,,buy,874.0,11.359999656677246,9928.639699935913,LONG,0.171311581709233
2021-11-08 12:37:00-05:00,,sell,874.0,11.365646807352702,9933.575309626262,CLOSE_LONG,9933.74662120797
2021-11-08 12:38:00-05:00,,sell,875.0,11.350000381469727,9931.25033378601,SHORT,19864.99695499398
