,Timestamp,Action,Amount,Price,TValue,Intent,Balance
0000-00-00 00:00:00-00:00,,NA,0,0,0,NA,9945.326346087351
2021-11-12 09:30:00-05:00,,sell,998.0,9.960000038146973,9940.080038070679,SHORT,5.246308016672629
2021-11-12 09:45:00-05:00,,buy,998.0,9.960599899291992,9940.678699493408,CLOSE_SHORT,9945.92500751008
2021-11-12 10:13:00-05:00,,buy,997.0,9.968000411987305,9938.096410751343,LONG,7.828596758738058
2021-11-12 10:33:00-05:00,,sell,997.0,9.96382007598877,9933.928615760802,CLOSE_LONG,9941.75721251954
2021-11-12 10:34:00-05:00,,sell,997.0,9.961999893188477,9932.113893508911,SHORT,9.643319010629057
2021-11-12 10:55:00-05:00,,buy,997.0,9.96387505531311,9933.983430147171,CLOSE_SHORT,9943.6267491578
2021-11-12 11:15:00-05:00,,sell,998.0,9.960000038146973,9940.080038070679,SHORT,3.5467110871213663
2021-11-12 11:41:00-05:00,,buy,998.0,9.964100074768066,9944.171874618529,CLOSE_SHORT,9947.71858570565
2021-11-12 12:09:00-05:00,,sell,998.0,9.960100173950195,9940.179973602295,SHORT,7.538612103355263
2021-11-12 12:25:00-05:00,,buy,998.0,9.9637500445048,9943.82254441579,CLOSE_SHORT,9951.361156519146
2021-11-12 12:43:00-05:00,,buy,998.0,9.967399597167969,9947.464797973633,LONG,3.896358545513067
2021-11-12 13:43:00-05:00,,sell,998.0,9.965426762898764,9945.495909372967,CLOSE_LONG,9949.39226791848
2021-11-12 13:54:00-05:00,,sell,998.0,9.9621000289917,9942.175828933716,SHORT,7.216438984763954
2021-11-12 15:53:00-05:00,,buy,998.0,9.96554012298584,9945.609042739867,CLOSE_SHORT,9952.82548172463
