filename,filesize,encoding,header
Symbols_1_1,4997,,
Symbols_1_2,4999,,
Symbols_1_3,4996,,
Symbols_1_4,5001,,
Symbols_1_5,5000,,
Symbols_1_6,4998,,
Symbols_1_7,4997,,
Symbols_1_8,4959,,
